houseValue;income;houseAge;rooms;bedrooms;population;households;latitude;longitude;id.y;STATE;COUNTY;NAME;LSAD;LSAD_TRANS;suminc;roomhead;bedroomhead;hhsize
179500;4.775;35;2552;545;1850;503;34.24;-118.4;3668;6;37;Los Angeles;6;County;2401.825;1.379459459;0.294594595;3.677932406
181900;3.0083;18;3405;831;3001;795;34.23;-118.39;3669;6;37;Los Angeles;6;County;2391.5985;1.134621793;0.276907697;3.774842767
161600;2.1518;43;1193;299;1184;320;34.23;-118.39;3670;6;37;Los Angeles;6;County;688.576;1.007601351;0.252533784;3.7
172700;4.1181;36;1643;349;1414;337;34.23;-118.4;3671;6;37;Los Angeles;6;County;1387.7997;1.161951909;0.246817539;4.195845697
210500;5.35;35;2830;518;1577;524;34.21;-118.41;3672;6;37;Los Angeles;6;County;2803.4;1.794546607;0.328471782;3.009541985
239900;5.592;35;1789;292;897;267;34.21;-118.41;3673;6;37;Los Angeles;6;County;1493.064;1.994425864;0.325529543;3.359550562
165200;3.695;40;712;149;533;155;34.22;-118.39;3674;6;37;Los Angeles;6;County;572.725;1.335834897;0.279549719;3.438709677
186800;5.0818;35;1790;334;1277;345;34.22;-118.39;3675;6;37;Los Angeles;6;County;1753.221;1.401722788;0.261550509;3.701449275
178500;3.6845;32;1869;441;1516;432;34.21;-118.39;3676;6;37;Los Angeles;6;County;1591.704;1.232849604;0.290897098;3.509259259
172400;2.6667;14;2807;868;2729;803;34.21;-118.39;3677;6;37;Los Angeles;6;County;2141.3601;1.028581898;0.318065225;3.398505604
177700;2.375;20;1176;344;864;318;34.22;-118.38;3678;6;37;Los Angeles;6;County;755.25;1.361111111;0.398148148;2.716981132
170600;3.7708;35;1468;303;1295;300;34.21;-118.38;3679;6;37;Los Angeles;6;County;1131.24;1.133590734;0.233976834;4.316666667
179100;3.0833;33;1981;484;1665;466;34.21;-118.38;3680;6;37;Los Angeles;6;County;1436.8178;1.18978979;0.290690691;3.572961373
198600;4.1857;34;3004;589;1938;568;34.22;-118.42;3681;6;37;Los Angeles;6;County;2377.4776;1.5500516;0.303921569;3.411971831
237400;5.1586;29;2893;543;1636;540;34.21;-118.42;3682;6;37;Los Angeles;6;County;2785.644;1.768337408;0.33190709;3.02962963
187500;1;34;161;48;66;33;34.2;-118.42;3683;6;37;Los Angeles;6;County;33;2.439393939;0.727272727;2
207300;5.6687;34;1531;278;1064;274;34.23;-118.42;3684;6;37;Los Angeles;6;County;1553.2238;1.438909774;0.261278195;3.883211679
176400;3.1563;36;1392;326;1181;303;34.21;-118.37;3685;6;37;Los Angeles;6;County;956.3589;1.178662151;0.276037257;3.897689769
176600;4.2875;36;2080;455;1939;484;34.21;-118.37;3686;6;37;Los Angeles;6;County;2075.15;1.072717896;0.23465704;4.006198347
175700;3.7143;34;2272;558;2164;484;34.21;-118.37;3687;6;37;Los Angeles;6;County;1797.7212;1.049907579;0.257855823;4.47107438
174100;2.9028;11;2127;581;1989;530;34.22;-118.37;3688;6;37;Los Angeles;6;County;1538.484;1.069381599;0.292106586;3.752830189
150000;2.2679;32;362;100;348;102;34.22;-118.38;3689;6;37;Los Angeles;6;County;231.3258;1.040229885;0.287356322;3.411764706
183200;2.8333;15;2485;742;1994;670;34.23;-118.36;3690;6;37;Los Angeles;6;County;1898.311;1.246238716;0.372116349;2.976119403
160300;3.7663;37;1512;348;1545;351;34.22;-118.36;3691;6;37;Los Angeles;6;County;1321.9713;0.978640777;0.225242718;4.401709402
154300;3.025;41;1560;374;1668;389;34.22;-118.35;3692;6;37;Los Angeles;6;County;1176.725;0.935251799;0.224220624;4.287917738
152900;1.8929;41;337;65;198;50;34.21;-118.36;3693;6;37;Los Angeles;6;County;94.645;1.702020202;0.328282828;3.96
169500;3.8;42;715;145;730;158;34.21;-118.38;3694;6;37;Los Angeles;6;County;600.4;0.979452055;0.198630137;4.620253165
181700;3.0125;23;4138;1171;3911;1068;34.2;-118.38;3695;6;37;Los Angeles;6;County;3217.35;1.058041422;0.299411915;3.661985019
177200;2.0348;17;2594;1028;3950;973;34.2;-118.39;3696;6;37;Los Angeles;6;County;1979.8604;0.656708861;0.260253165;4.059609455
159600;3.7455;33;2034;470;1990;423;34.21;-118.37;3697;6;37;Los Angeles;6;County;1584.3465;1.022110553;0.236180905;4.704491726
171800;2.9861;34;2199;609;2488;597;34.2;-118.37;3698;6;37;Los Angeles;6;County;1782.7017;0.883842444;0.24477492;4.167504188
171200;2.3182;38;1363;395;1798;405;34.21;-118.38;3699;6;37;Los Angeles;6;County;938.871;0.758064516;0.219688543;4.439506173
170400;2.8917;33;1438;309;1378;306;34.2;-118.37;3700;6;37;Los Angeles;6;County;884.8602;1.043541364;0.224238026;4.503267974
176400;4.1445;11;2921;685;1512;664;34.19;-118.36;3701;6;37;Los Angeles;6;County;2751.948;1.931878307;0.453042328;2.277108434
188700;2.9583;34;1471;423;995;386;34.18;-118.36;3702;6;37;Los Angeles;6;County;1141.9038;1.47839196;0.425125628;2.577720207
194900;2.8784;36;2233;605;1934;599;34.18;-118.36;3703;6;37;Los Angeles;6;County;1724.1616;1.154601861;0.312823164;3.228714524
198900;3.1629;33;1829;512;1345;500;34.18;-118.37;3704;6;37;Los Angeles;6;County;1581.45;1.359851301;0.380669145;2.69
185100;2.6696;19;2890;821;2203;705;34.19;-118.37;3705;6;37;Los Angeles;6;County;1882.068;1.311847481;0.372673627;3.124822695
192000;3.0491;41;2000;485;1439;461;34.19;-118.39;3706;6;37;Los Angeles;6;County;1405.6351;1.389854065;0.337039611;3.121475054
162500;2.0968;23;1875;710;2555;657;34.19;-118.39;3707;6;37;Los Angeles;6;County;1377.5976;0.733855186;0.277886497;3.888888889
181300;2.2234;19;2012;732;3483;731;34.2;-118.39;3708;6;37;Los Angeles;6;County;1625.3054;0.577662934;0.210163652;4.764705882
171600;2.1;41;2924;867;2751;836;34.19;-118.37;3709;6;37;Los Angeles;6;County;1755.6;1.062886223;0.315158124;3.290669856
176300;2.4375;37;1434;394;1667;404;34.19;-118.38;3710;6;37;Los Angeles;6;County;984.75;0.860227954;0.236352729;4.126237624
187500;2.4306;32;993;285;1044;248;34.2;-118.38;3711;6;37;Los Angeles;6;County;602.7888;0.951149425;0.272988506;4.209677419
211900;3.6875;13;4859;1293;3351;1200;34.2;-118.4;3712;6;37;Los Angeles;6;County;4425;1.450014921;0.385854969;2.7925
181300;3.625;37;934;231;587;230;34.19;-118.4;3713;6;37;Los Angeles;6;County;833.75;1.591141397;0.393526405;2.552173913
226400;2.8424;30;2392;655;1987;609;34.2;-118.4;3714;6;37;Los Angeles;6;County;1731.0216;1.203824862;0.329642677;3.26272578
191300;3.0395;35;2180;599;1483;574;34.19;-118.4;3715;6;37;Los Angeles;6;County;1744.673;1.469993257;0.403910991;2.583623693
200000;4.1429;39;1169;242;612;247;34.19;-118.41;3716;6;37;Los Angeles;6;County;1023.2963;1.910130719;0.395424837;2.477732794
217200;3.5164;32;2734;654;2209;610;34.2;-118.41;3717;6;37;Los Angeles;6;County;2145.004;1.237664101;0.296061566;3.621311475
221500;1.9549;24;3148;908;2850;839;34.2;-118.42;3718;6;37;Los Angeles;6;County;1640.1611;1.104561404;0.318596491;3.396901073
193800;3.9792;42;779;145;450;148;34.19;-118.41;3719;6;37;Los Angeles;6;County;588.9216;1.731111111;0.322222222;3.040540541
222500;3.338;34;2622;572;1997;573;34.19;-118.42;3720;6;37;Los Angeles;6;County;1912.674;1.312969454;0.286429644;3.485165794
231700;2.2377;27;3201;970;3403;948;34.2;-118.42;3721;6;37;Los Angeles;6;County;2121.3396;0.940640611;0.285042609;3.589662447
290100;3.0221;28;3386;815;2240;737;34.2;-118.43;3722;6;37;Los Angeles;6;County;2227.2877;1.511607143;0.363839286;3.039348711
269700;2.2589;33;3353;790;2318;775;34.19;-118.42;3723;6;37;Los Angeles;6;County;1750.6475;1.446505608;0.340811044;2.990967742
230800;2.6165;33;3285;830;2281;786;34.19;-118.42;3724;6;37;Los Angeles;6;County;2056.569;1.440157826;0.363875493;2.902035623
225600;3.1551;27;3760;880;2022;812;34.18;-118.42;3725;6;37;Los Angeles;6;County;2561.9412;1.859545005;0.435212661;2.490147783
335500;3.6745;31;2887;646;1626;637;34.18;-118.42;3726;6;37;Los Angeles;6;County;2340.6565;1.775522755;0.397293973;2.552590267
202200;3.3594;30;1323;353;856;333;34.18;-118.42;3727;6;37;Los Angeles;6;County;1118.6802;1.545560748;0.412383178;2.570570571
267500;3.9099;33;2717;662;1546;597;34.18;-118.43;3728;6;37;Los Angeles;6;County;2334.2103;1.757438551;0.428201811;2.58961474
282200;3.8906;31;2417;510;1102;507;34.18;-118.43;3729;6;37;Los Angeles;6;County;1972.5342;2.193284936;0.462794918;2.17357002
382400;5.7143;40;1013;150;449;166;34.18;-118.42;3730;6;37;Los Angeles;6;County;948.5738;2.256124722;0.334075724;2.704819277
190700;3.6625;45;1106;225;595;228;34.19;-118.41;3731;6;37;Los Angeles;6;County;835.05;1.858823529;0.378151261;2.609649123
237900;4.7171;43;1840;356;966;323;34.18;-118.41;3732;6;37;Los Angeles;6;County;1523.6233;1.904761905;0.368530021;2.990712074
262200;3.0119;30;2008;513;1052;496;34.18;-118.41;3733;6;37;Los Angeles;6;County;1493.9024;1.908745247;0.487642586;2.120967742
224600;2.8021;37;1993;425;939;400;34.19;-118.41;3734;6;37;Los Angeles;6;County;1120.84;2.122470714;0.452609159;2.3475
216700;4.1125;30;521;126;306;129;34.19;-118.4;3735;6;37;Los Angeles;6;County;530.5125;1.702614379;0.411764706;2.372093023
261800;3.6007;35;1631;356;862;368;34.19;-118.4;3736;6;37;Los Angeles;6;County;1325.0576;1.892111369;0.412993039;2.342391304
312700;3.5711;32;3724;899;1912;791;34.18;-118.4;3737;6;37;Los Angeles;6;County;2824.7401;1.947698745;0.470188285;2.417193426
286000;3.4013;27;3588;911;1891;871;34.17;-118.4;3738;6;37;Los Angeles;6;County;2962.5323;1.897408778;0.481755685;2.171067738
204200;2.9982;25;3794;989;2454;876;34.19;-118.39;3739;6;37;Los Angeles;6;County;2626.4232;1.54604727;0.403015485;2.801369863
240200;2.9327;42;1957;389;985;414;34.18;-118.39;3740;6;37;Los Angeles;6;County;1214.1378;1.98680203;0.394923858;2.379227053
241500;3.3516;26;3345;818;1599;773;34.17;-118.39;3741;6;37;Los Angeles;6;County;2590.7868;2.091932458;0.511569731;2.068564036
223800;3.3906;44;477;91;220;112;34.18;-118.39;3742;6;37;Los Angeles;6;County;379.7472;2.168181818;0.413636364;1.964285714
192900;2.4167;36;904;191;627;191;34.19;-118.39;3743;6;37;Los Angeles;6;County;461.5897;1.441786284;0.304625199;3.282722513
364700;2.3333;45;1176;250;471;228;34.16;-118.4;3744;6;37;Los Angeles;6;County;531.9924;2.496815287;0.530785563;2.065789474
384700;3.8056;35;1354;284;501;262;34.16;-118.4;3745;6;37;Los Angeles;6;County;997.0672;2.70259481;0.566866267;1.91221374
364700;4.2989;34;2638;580;1150;551;34.16;-118.4;3746;6;37;Los Angeles;6;County;2368.6939;2.293913043;0.504347826;2.087114338
465800;6.3703;32;3060;505;1159;510;34.16;-118.41;3747;6;37;Los Angeles;6;County;3248.853;2.640207075;0.435720449;2.27254902
330900;4.692;35;2027;428;879;402;34.17;-118.41;3748;6;37;Los Angeles;6;County;1886.184;2.306029579;0.486916951;2.186567164
181500;2.7379;42;1308;289;950;302;34.19;-118.38;3749;6;37;Los Angeles;6;County;826.8458;1.376842105;0.304210526;3.145695364
190800;3.0061;40;2079;568;1396;526;34.18;-118.38;3750;6;37;Los Angeles;6;County;1581.2086;1.489255014;0.406876791;2.653992395
165300;2.1449;27;4834;1527;3847;1432;34.18;-118.38;3751;6;37;Los Angeles;6;County;3071.4968;1.256563556;0.396932675;2.686452514
200000;2.4792;24;1983;651;2251;574;34.18;-118.38;3752;6;37;Los Angeles;6;County;1423.0608;0.880941804;0.289204798;3.921602787
238500;2.8208;33;1588;454;739;392;34.17;-118.38;3753;6;37;Los Angeles;6;County;1105.7536;2.148849797;0.614343708;1.885204082
222400;3.6563;40;1696;372;835;385;34.17;-118.39;3754;6;37;Los Angeles;6;County;1407.6755;2.031137725;0.445508982;2.168831169
190200;2.9728;36;1608;373;1217;374;34.18;-118.37;3755;6;37;Los Angeles;6;County;1111.8272;1.321281841;0.306491372;3.254010695
178400;3.3958;42;1140;300;643;252;34.18;-118.37;3756;6;37;Los Angeles;6;County;855.7416;1.772939347;0.466562986;2.551587302
186400;3.3125;44;901;179;473;179;34.18;-118.38;3757;6;37;Los Angeles;6;County;592.9375;1.904862579;0.378435518;2.642458101
177400;1.9866;30;977;264;736;258;34.19;-118.38;3758;6;37;Los Angeles;6;County;512.5428;1.327445652;0.358695652;2.852713178
177300;2.9228;35;2949;794;2106;746;34.18;-118.37;3759;6;37;Los Angeles;6;County;2180.4088;1.4002849;0.377018044;2.8230563
174200;2.5603;32;3553;1060;3129;1010;34.18;-118.38;3760;6;37;Los Angeles;6;County;2585.903;1.135506552;0.338766379;3.098019802
200000;2.3056;31;1109;354;1119;334;34.18;-118.36;3761;6;37;Los Angeles;6;County;770.0704;0.99106345;0.316353887;3.350299401
199500;2.5234;31;1939;505;1584;466;34.17;-118.36;3762;6;37;Los Angeles;6;County;1175.9044;1.224116162;0.318813131;3.399141631
191800;3.2596;42;1713;416;1349;427;34.17;-118.37;3763;6;37;Los Angeles;6;County;1391.8492;1.269829503;0.308376575;3.159250585
276100;3.9038;35;2785;663;1631;614;34.18;-118.41;3764;6;37;Los Angeles;6;County;2396.9332;1.707541386;0.40649908;2.656351792
366100;3.875;27;3277;648;1382;615;34.17;-118.41;3765;6;37;Los Angeles;6;County;2383.125;2.371201158;0.468885673;2.247154472
291700;4.375;35;1975;384;882;406;34.18;-118.41;3766;6;37;Los Angeles;6;County;1776.25;2.239229025;0.43537415;2.172413793
292900;3.4449;32;3202;696;1573;621;34.17;-118.43;3767;6;37;Los Angeles;6;County;2139.2829;2.035600763;0.442466624;2.533011272
341800;5.451;35;2922;507;1130;485;34.17;-118.43;3768;6;37;Los Angeles;6;County;2643.735;2.585840708;0.448672566;2.329896907
336900;5.9275;37;1982;331;794;340;34.17;-118.43;3769;6;37;Los Angeles;6;County;2015.35;2.496221662;0.416876574;2.335294118
353600;4.0347;34;2459;489;1139;463;34.16;-118.43;3770;6;37;Los Angeles;6;County;1868.0661;2.158911326;0.429323968;2.460043197
343400;3.4208;41;2050;478;850;490;34.16;-118.43;3771;6;37;Los Angeles;6;County;1676.192;2.411764706;0.562352941;1.734693878
333900;4.569;40;1134;184;452;187;34.16;-118.43;3772;6;37;Los Angeles;6;County;854.403;2.508849558;0.407079646;2.417112299
365000;5.1496;27;2795;602;1073;535;34.15;-118.42;3773;6;37;Los Angeles;6;County;2755.036;2.604846226;0.561043802;2.005607477
359700;6.1359;31;2235;363;914;370;34.17;-118.42;3774;6;37;Los Angeles;6;County;2270.283;2.445295405;0.397155361;2.47027027
367900;3.9028;28;4664;1040;1963;961;34.16;-118.42;3775;6;37;Los Angeles;6;County;3750.5908;2.375955171;0.529801325;2.042663892
275000;4.1875;14;577;150;372;130;34.16;-118.41;3776;6;37;Los Angeles;6;County;544.375;1.551075269;0.403225806;2.861538462
386100;3.6641;25;2769;566;1201;545;34.16;-118.42;3777;6;37;Los Angeles;6;County;1996.9345;2.305578684;0.471273938;2.203669725
269200;2.2652;24;4443;1283;2421;1180;34.17;-118.4;3778;6;37;Los Angeles;6;County;2672.936;1.835192069;0.529946303;2.051694915
221500;3.3545;24;6347;1548;2945;1492;34.17;-118.4;3779;6;37;Los Angeles;6;County;5004.914;2.155178268;0.525636672;1.97386059
283600;3.2052;28;2790;748;1351;697;34.17;-118.39;3780;6;37;Los Angeles;6;County;2234.0244;2.065136936;0.553663953;1.93830703
265200;3.1929;26;6429;1611;2806;1491;34.17;-118.39;3781;6;37;Los Angeles;6;County;4760.6139;2.291161796;0.574126871;1.881958417
414300;5.1169;46;1582;279;603;283;34.16;-118.39;3782;6;37;Los Angeles;6;County;1448.0827;2.623548922;0.462686567;2.130742049
444700;5.1584;37;1388;286;547;258;34.16;-118.39;3783;6;37;Los Angeles;6;County;1330.8672;2.537477148;0.52285192;2.120155039
192300;2.7708;30;2016;622;1359;557;34.17;-118.38;3784;6;37;Los Angeles;6;County;1543.3356;1.483443709;0.457689478;2.439856373
309400;3.3177;46;2609;593;1055;585;34.16;-118.38;3785;6;37;Los Angeles;6;County;1940.8545;2.472985782;0.562085308;1.803418803
319400;3.7312;31;2197;501;944;474;34.16;-118.38;3786;6;37;Los Angeles;6;County;1768.5888;2.327330508;0.530720339;1.991561181
194100;2.3851;44;2295;560;1543;528;34.17;-118.36;3787;6;37;Los Angeles;6;County;1259.3328;1.487362281;0.362929358;2.922348485
185400;2.3784;15;3327;1011;2683;857;34.17;-118.37;3788;6;37;Los Angeles;6;County;2038.2888;1.240029817;0.376816996;3.130688448
184400;2.4107;42;600;171;377;181;34.17;-118.37;3789;6;37;Los Angeles;6;County;436.3367;1.591511936;0.453580902;2.082872928
221400;2.2756;10;1431;473;1438;429;34.17;-118.37;3790;6;37;Los Angeles;6;County;976.2324;0.995132128;0.328929068;3.351981352
325000;0.8198;6;854;350;542;321;34.17;-118.37;3791;6;37;Los Angeles;6;County;263.1558;1.575645756;0.645756458;1.68847352
250000;2.7231;6;6526;2007;3298;1790;34.16;-118.37;3792;6;37;Los Angeles;6;County;4874.349;1.978775015;0.608550637;1.842458101
225000;3.6128;10;2606;748;1373;680;34.16;-118.37;3793;6;37;Los Angeles;6;County;2456.704;1.898033503;0.544792425;2.019117647
262500;3.6375;25;2450;618;1054;578;34.16;-118.37;3794;6;37;Los Angeles;6;County;2102.475;2.324478178;0.586337761;1.823529412
282300;4.4122;40;1973;382;774;352;34.16;-118.37;3795;6;37;Los Angeles;6;County;1553.0944;2.549095607;0.493540052;2.198863636
274300;2.4835;43;2850;709;1510;670;34.16;-118.36;3796;6;37;Los Angeles;6;County;1663.945;1.887417219;0.469536424;2.253731343
325000;4.0764;32;2455;556;989;493;34.16;-118.36;3797;6;37;Los Angeles;6;County;2009.6652;2.482305359;0.562184024;2.006085193
232400;3.5051;17;4150;1148;1808;1041;34.16;-118.37;3798;6;37;Los Angeles;6;County;3648.8091;2.295353982;0.634955752;1.736791547
209400;3.1106;11;2901;871;1659;789;34.16;-118.37;3799;6;37;Los Angeles;6;County;2454.2634;1.748643761;0.525015069;2.102661597
322900;5.1423;45;1755;335;822;342;34.16;-118.36;3800;6;37;Los Angeles;6;County;1758.6666;2.135036496;0.407542579;2.403508772
417900;4.3542;42;2304;442;862;429;34.16;-118.36;3801;6;37;Los Angeles;6;County;1867.9518;2.672853828;0.512761021;2.009324009
500001;4.1544;35;2245;393;783;402;34.15;-118.35;3802;6;37;Los Angeles;6;County;1670.0688;2.867177522;0.501915709;1.947761194
140500;2.773;20;4090;1271;2824;1053;34.2;-118.43;3803;6;37;Los Angeles;6;County;2919.969;1.448300283;0.450070822;2.681861349
226500;4.125;26;2867;671;1955;640;34.21;-118.43;3804;6;37;Los Angeles;6;County;2640;1.466496164;0.343222506;3.0546875
241300;2.9219;28;1732;435;1198;417;34.2;-118.44;3805;6;37;Los Angeles;6;County;1218.4323;1.445742905;0.363105175;2.872901679
221200;3.2448;20;5756;1477;4031;1369;34.21;-118.44;3806;6;37;Los Angeles;6;County;4442.1312;1.427933515;0.36641032;2.944485026
195600;2.1888;30;2331;733;2172;707;34.21;-118.45;3807;6;37;Los Angeles;6;County;1547.4816;1.07320442;0.33747698;3.072135785
202100;2.9688;19;3666;1150;2657;1090;34.2;-118.45;3808;6;37;Los Angeles;6;County;3235.992;1.3797516;0.432818969;2.437614679
202700;3.5255;13;2926;816;1867;802;34.2;-118.46;3809;6;37;Los Angeles;6;County;2827.451;1.567220139;0.43706481;2.327930175
186900;3.5;7;2081;657;1456;535;34.21;-118.46;3810;6;37;Los Angeles;6;County;1872.5;1.429258242;0.451236264;2.721495327
220000;2.9735;34;2512;603;1805;584;34.21;-118.47;3811;6;37;Los Angeles;6;County;1736.524;1.391689751;0.334072022;3.090753425
229100;2.9025;20;3939;1143;2475;1002;34.2;-118.47;3812;6;37;Los Angeles;6;County;2908.305;1.591515152;0.461818182;2.47005988
197400;3.3864;25;2879;723;2077;649;34.21;-118.48;3813;6;37;Los Angeles;6;County;2197.7736;1.386133847;0.348098219;3.200308166
189900;2.8974;26;2027;559;1545;513;34.2;-118.48;3814;6;37;Los Angeles;6;County;1486.3662;1.31197411;0.361812298;3.011695906
93800;2.1974;22;3430;1214;3618;1092;34.22;-118.48;3815;6;37;Los Angeles;6;County;2399.5608;0.94803759;0.3355445;3.313186813
225000;1.3565;25;1131;449;746;420;34.21;-118.49;3816;6;37;Los Angeles;6;County;569.73;1.516085791;0.601876676;1.776190476
202000;3.1667;23;2087;571;1809;553;34.19;-118.49;3817;6;37;Los Angeles;6;County;1751.1851;1.153676064;0.315644002;3.27124774
215800;5.2118;35;1109;206;515;202;34.2;-118.49;3818;6;37;Los Angeles;6;County;1052.7836;2.153398058;0.4;2.54950495
217700;3.915;34;1617;344;938;305;34.2;-118.5;3819;6;37;Los Angeles;6;County;1194.075;1.723880597;0.36673774;3.075409836
255400;2.4375;12;3831;1083;2258;967;34.2;-118.48;3820;6;37;Los Angeles;6;County;2357.0625;1.69663419;0.479627989;2.335056877
191700;2.6957;23;2850;864;2249;777;34.2;-118.48;3821;6;37;Los Angeles;6;County;2094.5589;1.26722988;0.384170743;2.894465894
221100;2.8646;20;5699;1594;3809;1381;34.19;-118.48;3822;6;37;Los Angeles;6;County;3956.0126;1.496193227;0.418482541;2.758146271
210400;3.8833;36;2058;423;1132;423;34.19;-118.48;3823;6;37;Los Angeles;6;County;1642.6359;1.818021201;0.373674912;2.676122931
281700;2.7118;25;4590;1477;2723;1195;34.2;-118.47;3824;6;37;Los Angeles;6;County;3240.601;1.685640837;0.542416452;2.278661088
292900;3.892;33;3879;943;2113;843;34.19;-118.47;3825;6;37;Los Angeles;6;County;3280.956;1.835778514;0.446284903;2.506524318
190500;2.5562;27;1572;450;1039;455;34.2;-118.45;3826;6;37;Los Angeles;6;County;1163.071;1.512993263;0.433108758;2.283516484
230800;2.5842;18;2729;800;2099;742;34.2;-118.45;3827;6;37;Los Angeles;6;County;1917.4764;1.300142925;0.381133873;2.82884097
205600;3.0893;22;4855;1350;2519;1258;34.2;-118.46;3828;6;37;Los Angeles;6;County;3886.3394;1.927352124;0.535926955;2.002384738
192200;2.4667;37;1073;254;739;253;34.19;-118.45;3829;6;37;Los Angeles;6;County;624.0751;1.451962111;0.343707713;2.920948617
233500;2.7237;20;5992;1820;4826;1632;34.19;-118.46;3830;6;37;Los Angeles;6;County;4445.0784;1.241607957;0.377123912;2.957107843
256300;6.1142;35;1491;295;779;309;34.19;-118.46;3831;6;37;Los Angeles;6;County;1889.2878;1.913992298;0.378690629;2.521035599
238100;3.1118;29;3051;694;1942;679;34.2;-118.43;3832;6;37;Los Angeles;6;County;2112.9122;1.571060762;0.357363543;2.860088365
234900;2.7375;36;2698;623;1544;554;34.2;-118.44;3833;6;37;Los Angeles;6;County;1516.575;1.747409326;0.403497409;2.78700361
225600;2.5197;35;1717;478;1628;495;34.2;-118.44;3834;6;37;Los Angeles;6;County;1247.2515;1.054668305;0.293611794;3.288888889
232500;2.936;17;2934;950;2517;889;34.2;-118.44;3835;6;37;Los Angeles;6;County;2610.104;1.165673421;0.377433453;2.831271091
245500;4.125;27;3440;739;1827;712;34.19;-118.43;3836;6;37;Los Angeles;6;County;2937;1.88286809;0.404488232;2.566011236
243600;5;37;1516;344;983;347;34.19;-118.44;3837;6;37;Los Angeles;6;County;1735;1.542217701;0.349949135;2.832853026
215500;2.6709;19;3487;959;2278;835;34.19;-118.44;3838;6;37;Los Angeles;6;County;2230.2015;1.530728709;0.420983319;2.728143713
199100;2.4583;29;1599;459;1143;438;34.19;-118.44;3839;6;37;Los Angeles;6;County;1076.7354;1.398950131;0.401574803;2.609589041
271100;2.6364;22;2052;568;1254;572;34.18;-118.43;3840;6;37;Los Angeles;6;County;1508.0208;1.636363636;0.452950558;2.192307692
221000;2.2326;36;2077;496;1206;528;34.18;-118.44;3841;6;37;Los Angeles;6;County;1178.8128;1.722222222;0.411276949;2.284090909
178100;2.891;11;2891;951;2166;768;34.19;-118.44;3842;6;37;Los Angeles;6;County;2220.288;1.334718375;0.439058172;2.8203125
154200;2.1977;17;1546;592;2423;556;34.18;-118.44;3843;6;37;Los Angeles;6;County;1221.9212;0.638052002;0.244325217;4.357913669
181300;2.2264;11;2479;900;2466;855;34.19;-118.45;3844;6;37;Los Angeles;6;County;1903.572;1.005271695;0.364963504;2.884210526
158300;2.0192;22;2516;826;3350;713;34.18;-118.45;3845;6;37;Los Angeles;6;County;1439.6896;0.751044776;0.246567164;4.698457223
174200;3.0877;27;2582;719;2038;718;34.18;-118.46;3846;6;37;Los Angeles;6;County;2216.9686;1.266928361;0.35279686;2.838440111
225000;5.0929;41;1104;196;495;196;34.19;-118.47;3847;6;37;Los Angeles;6;County;998.2084;2.23030303;0.395959596;2.525510204
228800;3.7171;39;1810;388;839;380;34.18;-118.45;3848;6;37;Los Angeles;6;County;1412.498;2.157330155;0.462455304;2.207894737
246400;3.6875;34;1843;442;861;417;34.18;-118.45;3849;6;37;Los Angeles;6;County;1537.6875;2.140534262;0.513356562;2.064748201
251400;4.5081;33;1791;386;844;397;34.18;-118.46;3850;6;37;Los Angeles;6;County;1789.7157;2.122037915;0.457345972;2.125944584
253200;3.4583;35;1819;465;1336;419;34.18;-118.46;3851;6;37;Los Angeles;6;County;1449.0277;1.361526946;0.348053892;3.188544153
215000;2.2461;35;972;270;550;256;34.18;-118.44;3852;6;37;Los Angeles;6;County;575.0016;1.767272727;0.490909091;2.1484375
286700;3.8081;25;4966;1134;1941;958;34.17;-118.44;3853;6;37;Los Angeles;6;County;3648.1598;2.558475013;0.58423493;2.026096033
225000;3.6019;33;2077;486;1021;450;34.18;-118.45;3854;6;37;Los Angeles;6;County;1620.855;2.034280118;0.476003918;2.268888889
210000;2.6238;25;3830;1105;2328;1017;34.18;-118.43;3855;6;37;Los Angeles;6;County;2668.4046;1.645189003;0.474656357;2.289085546
286100;4.375;33;2127;414;1056;391;34.18;-118.44;3856;6;37;Los Angeles;6;County;1710.625;2.014204545;0.392045455;2.700767263
266000;2.6979;33;1679;404;933;412;34.17;-118.43;3857;6;37;Los Angeles;6;County;1111.5348;1.799571275;0.43301179;2.264563107
353100;4.4464;34;2180;424;906;429;34.17;-118.43;3858;6;37;Los Angeles;6;County;1907.5056;2.406181015;0.46799117;2.111888112
500001;11.2093;42;777;102;284;113;34.17;-118.43;3859;6;37;Los Angeles;6;County;1266.6509;2.735915493;0.35915493;2.513274336
279400;3.2763;29;2685;642;1085;599;34.17;-118.44;3860;6;37;Los Angeles;6;County;1962.5037;2.474654378;0.591705069;1.811352254
379700;4.0474;34;2622;467;1233;476;34.16;-118.43;3861;6;37;Los Angeles;6;County;1926.5624;2.126520681;0.378751014;2.590336134
328500;4.1218;35;3080;642;1362;623;34.16;-118.44;3862;6;37;Los Angeles;6;County;2567.8814;2.261380323;0.471365639;2.186195827
337500;4.0391;33;1616;322;580;311;34.16;-118.44;3863;6;37;Los Angeles;6;County;1256.1601;2.786206897;0.555172414;1.864951768
272600;3.7105;22;4982;1358;2237;1220;34.16;-118.45;3864;6;37;Los Angeles;6;County;4526.81;2.227089852;0.607063031;1.833606557
277300;3.2386;21;2152;527;996;470;34.17;-118.45;3865;6;37;Los Angeles;6;County;1522.142;2.16064257;0.529116466;2.119148936
