"ID"	"Bangsa"	"Hutang"	"Pendapatan.Tahunan"
"7779"	7779	"Melayu"	-2376.28379422891	3283.49640345505
"7780"	7780	"Cina"	-558.89760986483	3265.25315844761
"7781"	7781	"India"	-1417.22086004265	2806.05337682874
"7782"	7782	"Cina"	-1444.73436393025	2675.8284555231
"7783"	7783	"Cina"	-1314.04218804818	3513.42279758497
"7784"	7784	"Melayu"	-2512.27290725595	2681.46379076294
"7785"	7785	"India"	-1144.69535696251	2511.08647822045
"7786"	7786	"Cina"	-1618.27670392939	3331.377078551
"7787"	7787	"Cina"	-609.745105225186	2899.14197926517
"7788"	7788	"India"	-445.583259527882	2866.76798501268
"7789"	7789	"India"	-1114.54349112281	4290.42705589394
"7790"	7790	"India"	-694.228513435537	1924.86991602505
"7791"	7791	"Melayu"	-1104.18698096619	2857.32003565234
"7792"	7792	"India"	-2036.40557386836	2605.32913029874
"7793"	7793	"Cina"	-304.424208955085	2710.34927483077
"7794"	7794	"India"	-1109.42429373366	3435.79366718183
"7795"	7795	"Cina"	-580.631646379326	3072.17607625759
"7796"	7796	"Cina"	-2703.74822041414	3762.38745287466
"7797"	7797	"Cina"	-93.3307335047794	4045.97875487935
"7798"	7798	"Cina"	-2064.13824739533	3141.08042406371
"7799"	7799	"Cina"	-119.628733046576	2955.80581514644
"7800"	7800	"Cina"	-1392.91088996083	2954.57842074781
"7801"	7801	"India"	-878.587149424071	2836.55168615807
"7802"	7802	"Cina"	-634.506575620151	2730.15706953888
"7803"	7803	"India"	-673.538558183544	1830.76302257919
"7804"	7804	"Melayu"	-4017.42958970774	2723.88638195763
"7805"	7805	"Cina"	-1154.03538816539	3231.37234981001
"7806"	7806	"Melayu"	-655.846759062402	2809.7257517333
"7807"	7807	"Melayu"	-449.323626629896	3758.43569603251
"7808"	7808	"Melayu"	-839.902474508406	3007.85017667886
"7809"	7809	"India"	-188.885381260954	2456.52609816305
"7810"	7810	"Cina"	-771.949072707042	3883.94775263506
"7811"	7811	"India"	-3952.76956020553	3556.85196511539
"7812"	7812	"India"	-2436.44726501769	4032.27001711892
"7813"	7813	"India"	-996.888519757048	3733.01085803985
"7814"	7814	"India"	-174.521487391496	2855.50613352348
"7815"	7815	"Cina"	-1001.3021264668	3460.58280177911
"7816"	7816	"India"	-174.978525514071	2713.71688665524
"7817"	7817	"India"	-1615.81817322713	1628.03793293602
"7818"	7818	"Melayu"	-1015.21822065172	2253.14826696908
"7819"	7819	"India"	-1658.76877596183	2763.47772265885
"7820"	7820	"India"	-3415.07484893304	1811.84377353568
"7821"	7821	"Cina"	-426.356156106508	3098.45788285602
"7822"	7822	"India"	-740.645982589517	2777.02341497719
"7823"	7823	"Cina"	-1358.70014364662	2609.13140412275
"7824"	7824	"Melayu"	-249.23102235951	4342.79866469036
"7825"	7825	"Cina"	-1201.79982949446	3029.85341830697
"7826"	7826	"India"	-639.470688607289	2876.7906556074
"7827"	7827	"India"	-88.0209054042765	3111.86934800468
"7828"	7828	"India"	-295.555212362386	2716.29119699486
"7829"	7829	"India"	-1165.92097096733	3132.29725340247
"7830"	7830	"Melayu"	-411.68214600629	3477.68348476215
"7831"	7831	"Melayu"	-197.976221235426	2244.52759222721
"7832"	7832	"India"	-1212.3695631744	3842.63163701904
"7833"	7833	"Melayu"	-777.317185131917	3559.17824004223
"7834"	7834	"India"	-1708.69678107664	2684.27182579249
"7835"	7835	"Cina"	-2626.70705832153	4735.22851095436
"7836"	7836	"Cina"	-2892.49945810977	3734.82503646501
"7837"	7837	"Cina"	-277.743365420196	3870.73363357862
"7838"	7838	"India"	-634.467327978163	2893.9893394515
"7839"	7839	"Melayu"	-1757.09836821348	1994.3763817038
"7840"	7840	"Cina"	-306.478208185686	2449.17472883432
"7841"	7841	"Melayu"	-1250.7782377653	2768.79704592226
"7842"	7842	"Cina"	-1872.49237918014	2868.32927872224
"7843"	7843	"India"	-604.605323807642	2162.53402471271
"7844"	7844	"India"	-1554.55631637534	2841.09837719201
"7845"	7845	"Cina"	-1746.07203248615	3002.12924882297
"7846"	7846	"Cina"	-1215.64207345656	3952.39408834151
"7847"	7847	"Melayu"	-1924.06845440187	2145.50041210262
"7848"	7848	"Cina"	-397.09432768962	4184.45464455586
"7849"	7849	"Melayu"	-324.452580657943	1737.08053702142
"7850"	7850	"India"	-3515.35505619039	3231.10168233517
"7851"	7851	"Cina"	-416.593743915346	2776.4395461387
"7852"	7852	"India"	-1408.49498145188	2974.80025009479
"7853"	7853	"India"	-2562.66967345247	3501.35419437875
"7854"	7854	"Cina"	-474.490829743625	3383.16927487831
"7855"	7855	"Cina"	-2597.64241630891	3114.01115305755
"7856"	7856	"Cina"	-690.539620077559	2579.07385294171
"7857"	7857	"Melayu"	-1891.67830142905	1997.64124577795
"7858"	7858	"Melayu"	-1452.28413358633	3200.89529133505
"7859"	7859	"India"	-1462.7715096221	2504.90388347846
"7860"	7860	"India"	-2378.90286238118	2747.04124224891
"7861"	7861	"Cina"	-984.943167606672	2565.46570055039
"7862"	7862	"India"	-1049.66722670134	2060.07041528726
"7863"	7863	"Cina"	-1559.429700099	2866.16163478229
"7864"	7864	"India"	-1276.04555231889	2522.16696096435
"7865"	7865	"Cina"	-2743.10607960244	4074.33848302614
"7866"	7866	"Cina"	-758.429845417696	2242.77435180533
"7867"	7867	"Cina"	-145.857268696296	4458.32051269703
"7868"	7868	"India"	-911.247556147944	2256.50630722321
"7869"	7869	"Cina"	-299.203207749421	3215.11979965263
"7870"	7870	"India"	-528.456443720541	2803.06215326283
"7871"	7871	"India"	-847.345604967849	3224.97513270018
"7872"	7872	"Melayu"	-1366.47986093491	2993.72302430729
"7873"	7873	"Cina"	-315.967620968738	3251.16986584704
"7874"	7874	"Cina"	-1852.73154546511	3111.31765212925
"7875"	7875	"India"	-1597.28552210807	2537.34994555113
"7876"	7876	"Cina"	-1242.99449094476	2229.59515334897
"7877"	7877	"Melayu"	-2602.06660357398	3936.46956971351
"7878"	7878	"Cina"	-5358.93443031627	1720.13887736403
"7879"	7879	"Cina"	-611.826245997693	2734.68910064808
"7880"	7880	"Cina"	-570.069743894023	2906.9510391253
"7881"	7881	"India"	-1505.2810184691	3767.10673392181
"7882"	7882	"India"	-809.813037944407	2069.1952127713
"7883"	7883	"India"	-1746.24233607026	3180.14399333576
"7884"	7884	"Cina"	-300.488399097983	3355.02873449039
"7885"	7885	"Melayu"	-1541.70323101688	2784.41122933988
"7886"	7886	"Melayu"	-1437.06984616161	2707.30965302877
"7887"	7887	"Melayu"	-519.165466111642	2706.89888482933
"7888"	7888	"Melayu"	-1511.92808963123	3188.06639231345
"7889"	7889	"Cina"	-351.724203273838	2672.95507775938
"7890"	7890	"India"	-1392.81786975444	3720.49008471909
"7891"	7891	"Melayu"	-1632.60571667628	3056.15577547483
"7892"	7892	"India"	-2581.54820272211	3950.05033035864
"7893"	7893	"Melayu"	-876.194644929341	2195.74881719316
"7894"	7894	"Melayu"	-582.36986279795	4427.68261166816
"7895"	7895	"Cina"	-113.618184847657	2662.79385427393
"7896"	7896	"India"	-1456.09579948692	2424.94205487155
"7897"	7897	"India"	-2158.24822624683	2588.68243343877
"7898"	7898	"Cina"	-1344.96011678169	2251.82916687748
"7899"	7899	"Cina"	-1473.26795264498	3412.76972443329
"7900"	7900	"Melayu"	-166.461170616388	1555.68436138331
"7901"	7901	"Cina"	-1061.79831970257	3267.14679237115
"7902"	7902	"Melayu"	-1860.53966721838	3843.06468636751
"7903"	7903	"Cina"	-362.912712219506	1980.2153922736
"7904"	7904	"Melayu"	-508.126071702923	2943.84235771985
"7905"	7905	"India"	-244.39586206006	4212.20376288555
"7906"	7906	"Melayu"	-383.001706360128	2694.65994603301
"7907"	7907	"Cina"	-703.580134102205	3353.34040702644
"7908"	7908	"Cina"	-584.863007308538	3032.50316148897
"7909"	7909	"India"	-903.065554884219	4241.32982291695
"7910"	7910	"India"	-673.447055835479	3412.04739684495
"7911"	7911	"Cina"	-289.955045033845	2430.96372317857
"7912"	7912	"Cina"	-540.335012503179	2475.74530905452
"7913"	7913	"India"	-786.071020893924	1950.20993104778
"7914"	7914	"Cina"	-1239.2068041116	2766.44122448057
"7915"	7915	"Melayu"	-880.365280448237	4875.29639280087
"7916"	7916	"Melayu"	-1145.13517213869	3309.72711819391
"7917"	7917	"India"	-902.078149195042	1972.89050882121
"7918"	7918	"India"	-1299.68708422169	3447.56563271999
"7919"	7919	"Cina"	-502.895504051842	4194.58330405471
"7920"	7920	"Melayu"	-693.383976389328	1977.80519032027
"7921"	7921	"Melayu"	-764.058820641183	1941.69740228323
"7922"	7922	"Cina"	-363.776254602715	2338.73113984686
"7923"	7923	"Melayu"	-1164.97630601131	3615.54429353831
"7924"	7924	"Cina"	-788.416897210249	3569.29184615877
"7925"	7925	"India"	-1195.80227189792	3939.50332536332
"7926"	7926	"India"	-466.086294206975	2912.40850621122
"7927"	7927	"Melayu"	-4981.40679655512	2551.49348011596
"7928"	7928	"India"	-1536.03189679624	2885.87104676232
"7929"	7929	"India"	-1663.27709001312	2912.97869908268
"7930"	7930	"India"	-1307.13512230463	3229.58979614228
"7931"	7931	"Melayu"	-778.870612870655	2746.84767191344
"7932"	7932	"Cina"	-350.393510207516	2852.77133888128
"7933"	7933	"Melayu"	-1228.16355026821	2975.1686891159
"7934"	7934	"Cina"	-3814.29879644957	2964.41405769745
"7935"	7935	"Melayu"	-1347.26211246061	1798.1077936134
"7936"	7936	"Cina"	-2298.79342986949	1845.51794326876
"7937"	7937	"Cina"	-238.332214560711	4217.09583493892
"7938"	7938	"Melayu"	-701.459264518582	2134.76129519457
"7939"	7939	"Cina"	-1014.94078553068	3227.38974944496
"7940"	7940	"Melayu"	-2631.96753173453	2243.29137623177
"7941"	7941	"Melayu"	-758.054130137007	1897.01006247343
"7942"	7942	"Melayu"	-2446.64833838528	3138.44317923431
"7943"	7943	"India"	-1604.6819626855	2899.1031976584
"7944"	7944	"India"	-2255.36515109594	2586.22242687763
"7945"	7945	"India"	-1225.21329694458	3553.45128102996
"7946"	7946	"Melayu"	-191.887669725707	2021.51648427408
"7947"	7947	"Cina"	-610.396923042077	3988.60554637019
"7948"	7948	"Melayu"	-793.179570947524	2639.42267982066
"7949"	7949	"India"	-1638.821938728	3126.10397660071
"7950"	7950	"India"	-520.108475451783	2917.86844736276
"7951"	7951	"India"	-628.365752124666	2977.46071419721
"7952"	7952	"India"	-929.154221826238	2857.96079806049
"7953"	7953	"Cina"	-2052.6599114131	2777.28049371065
"7954"	7954	"Melayu"	-1155.01115207459	3984.49745764513
"7955"	7955	"Melayu"	-2807.04208451353	2333.80888443669
"7956"	7956	"Melayu"	-437.804184335983	3123.03160115098
"7957"	7957	"Cina"	-2260.98385161776	2395.95065174639
"7958"	7958	"Cina"	-2274.29459816077	3085.01653246577
"7959"	7959	"Cina"	-518.251255237293	3392.66541617751
"7960"	7960	"Melayu"	-887.104403588903	2708.08579536037
"7961"	7961	"Cina"	-1168.43144024053	2723.21551861757
"7962"	7962	"India"	-1785.05485507364	3111.16453957445
"7963"	7963	"Melayu"	-1474.36758466391	2132.13068609926
"7964"	7964	"India"	-2143.45866698076	2542.18404889901
"7965"	7965	"Melayu"	-1394.74227553975	2326.7797722316
"7966"	7966	"Melayu"	-1735.31430562664	4066.71895260828
"7967"	7967	"India"	-561.711179603856	4409.01524413484
"7968"	7968	"Cina"	-3607.32826872109	3870.18025230243
"7969"	7969	"Cina"	-1517.20644689925	2941.85411094295
"7970"	7970	"Cina"	-2072.27043251371	3434.60649056522
"7971"	7971	"India"	-1169.28307761487	2937.97543334915
"7972"	7972	"Cina"	-471.430766031702	2737.69219956913
"7973"	7973	"Melayu"	-921.591485355794	1515.52773305643
"7974"	7974	"India"	-538.736492587176	3684.23851151354
"7975"	7975	"India"	-511.6600534776	3020.68474036601
"7976"	7976	"Cina"	-1569.40197003309	2692.20950816082
"7977"	7977	"India"	-902.947808597252	2730.26079150003
"7978"	7978	"Cina"	-1202.07133523439	3530.8907257553
"7979"	7979	"India"	-1215.72021474385	2740.02659705321
"7980"	7980	"Melayu"	-1339.72203223936	3510.80193107606
"7981"	7981	"Melayu"	-447.934030072288	3682.21804621516
"7982"	7982	"India"	-356.321827808736	2812.14735476467
"7983"	7983	"Melayu"	-745.512202865299	2393.94368160634
"7984"	7984	"Cina"	-1085.76528051945	2515.9867824158
"7985"	7985	"Cina"	-1133.87224628895	2961.45132326502
"7986"	7986	"Cina"	-939.149993121961	3158.07817400612
"7987"	7987	"Cina"	-7515.61366873281	3452.08102899919
"7988"	7988	"India"	-1111.76314492533	3168.14721869618
"7989"	7989	"Melayu"	-456.551642589118	3228.91017613807
"7990"	7990	"Melayu"	-1391.44091164575	2926.21350927263
"7991"	7991	"India"	-1579.81549606097	3381.41293076699
"7992"	7992	"India"	-919.325333893254	3043.62219334926
"7993"	7993	"Melayu"	-829.531954403733	4478.13107671227
"7994"	7994	"Melayu"	-2256.60369442663	3642.40926361685
"7995"	7995	"Melayu"	-630.207403002645	3409.86104769228
"7996"	7996	"Cina"	-621.296874999925	2263.63066898246
"7997"	7997	"Cina"	-802.886957572997	2597.87586339853
"7998"	7998	"India"	-1606.56210725561	2735.49502846721
"7999"	7999	"Cina"	-338.024016717177	3173.72162220838
"8000"	8000	"India"	-401.927653859029	3532.76392812072
"8001"	8001	"Melayu"	-2137.86300913058	3566.21805727003
"8002"	8002	"India"	-2807.43859916369	1840.13611828071
"8003"	8003	"Melayu"	-950.535681159118	3193.74460450497
"8004"	8004	"India"	-2550.14304606268	2580.74447321544
"8005"	8005	"India"	-160.508062363152	2364.13155562538
"8006"	8006	"Melayu"	-1432.31171144548	3559.09540961985
"8007"	8007	"India"	-472.347083221565	3712.84997751384
"8008"	8008	"Melayu"	-550.153508727575	2672.89376257435
"8009"	8009	"Melayu"	-2244.03215685489	2706.87088405892
"8010"	8010	"India"	-1247.05220046938	4632.67827809813
"8011"	8011	"Melayu"	-1223.85160182715	2587.46855944001
"8012"	8012	"Cina"	-1547.19217131305	2351.84106420924
"8013"	8013	"Melayu"	-894.679148932876	2157.54640645034
"8014"	8014	"Melayu"	-576.189305136651	3287.68007365728
"8015"	8015	"Cina"	-704.463793817389	3052.92322681071
"8016"	8016	"Cina"	-460.215571537887	3162.28357309765
"8017"	8017	"Cina"	-568.525279299719	3968.14719378507
"8018"	8018	"Melayu"	-1273.02300235598	3245.92913642314
"8019"	8019	"Melayu"	-1711.27567909793	2617.82088593658
"8020"	8020	"India"	-1209.72014583584	2711.50870390357
"8021"	8021	"India"	-2332.83504996392	1988.4519841711
"8022"	8022	"India"	-824.32887582897	2578.9406941642
"8023"	8023	"India"	-2680.24348863946	2660.10131059156
"8024"	8024	"Melayu"	-678.230094796803	2905.00765700139
"8025"	8025	"India"	-2263.76795092455	3162.07266130574
"8026"	8026	"Cina"	-1730.89234466551	3398.15130301121
"8027"	8027	"Cina"	-507.556494678298	2643.6819996403
"8028"	8028	"India"	-2505.80990920094	2930.28818506634
"8029"	8029	"India"	-589.111854665394	3550.92470038322
"8030"	8030	"Melayu"	-746.618524886802	3121.65073460718
"8031"	8031	"India"	-1942.98087683105	1972.39807671468
"8032"	8032	"Cina"	-1467.01203844882	3507.69971500375
"8033"	8033	"Cina"	-1062.70425346991	3673.210914693
"8034"	8034	"Cina"	-271.556812414478	3400.49664658286
"8035"	8035	"Cina"	-1651.19531369398	3277.56560184579
"8036"	8036	"Melayu"	-831.972137362358	2233.74641205746
"8037"	8037	"Melayu"	-1065.13288478935	2325.44469583016
"8038"	8038	"Cina"	-1047.97393160251	2165.39124009812
"8039"	8039	"Melayu"	-900.292783343126	2436.2327107623
"8040"	8040	"Cina"	-1274.12249078555	3438.61627425211
"8041"	8041	"India"	-1969.25944638848	3570.52790433126
"8042"	8042	"Melayu"	-1072.15000864406	2452.14566189861
"8043"	8043	"India"	-422.898326983712	2111.98008870445
"8044"	8044	"Melayu"	-2330.8869474321	2829.17585039848
"8045"	8045	"Melayu"	-1386.68682149456	2911.06886508829
"8046"	8046	"Cina"	-1048.47599789864	2922.34071840885
"8047"	8047	"India"	-1649.24664204245	1947.25892752209
"8048"	8048	"Cina"	-1357.92519739413	2368.69730462692
"8049"	8049	"Cina"	-2007.84522901026	2294.04696303811
"8050"	8050	"India"	-1559.73498357894	2745.13472478749
"8051"	8051	"Melayu"	-2111.33654822874	2650.20520373141
"8052"	8052	"India"	-935.737533839158	3016.04514479892
"8053"	8053	"Cina"	-1066.51259329261	2057.23143814329
"8054"	8054	"India"	-3340.71717047365	3045.40314797098
"8055"	8055	"Cina"	-716.537282870837	3025.05555188091
"8056"	8056	"Melayu"	-1232.13594070545	3109.83450858652
"8057"	8057	"Melayu"	-478.780320501212	2998.21733357349
"8058"	8058	"Melayu"	-546.374303356745	4418.62068339336
"8059"	8059	"Cina"	-475.650170038685	2332.76753992654
"8060"	8060	"Cina"	-819.849321471777	2172.71409689658
"8061"	8061	"India"	-1786.35477603659	3680.85447099781
"8062"	8062	"India"	-371.087092189799	2730.59905818867
"8063"	8063	"Cina"	-851.140336140254	2741.8102729177
"8064"	8064	"Melayu"	-4362.6373664193	2171.15957549526
"8065"	8065	"Melayu"	-2912.57449591938	3543.74292590882
"8066"	8066	"Melayu"	-1559.67087185101	3150.90857649646
"8067"	8067	"Cina"	-1316.13569282653	2311.91228103692
"8068"	8068	"Melayu"	-1631.57278151957	2822.25217329263
"8069"	8069	"Melayu"	-641.931132967759	2557.05513380554
"8070"	8070	"India"	-323.158318223171	2918.24189920019
"8071"	8071	"Cina"	-1036.94354898659	3425.26815910846
"8072"	8072	"Cina"	-2764.86202278247	1873.8117373964
"8073"	8073	"Cina"	-239.872314046903	3231.30503202068
"8074"	8074	"India"	-2571.85945861698	2798.58578938999
"8075"	8075	"Melayu"	-561.99992771062	1771.36265851266
"8076"	8076	"Melayu"	-1301.59734929171	2474.47934751563
"8077"	8077	"Cina"	-1432.56167360443	2763.70764614499
"8078"	8078	"Melayu"	-761.814488177622	6210.49305598072
"8079"	8079	"Cina"	-3661.77641566207	2389.48922476344
"8080"	8080	"Cina"	-932.113543669188	3348.44088776541
"8081"	8081	"Cina"	-609.139935173426	3398.23306005322
"8082"	8082	"Cina"	-1051.84377494735	2993.44938048323
"8083"	8083	"Cina"	-1357.80925987026	2363.59882478577
"8084"	8084	"Cina"	-1123.32983937356	2651.48552517017
"8085"	8085	"Melayu"	-1162.09278010699	2692.32957089269
"8086"	8086	"India"	-1455.58307466944	3077.28855258876
"8087"	8087	"India"	-1975.66784976617	1966.67501279133
"8088"	8088	"India"	-919.006516634008	2777.39998095063
"8089"	8089	"India"	-1003.59478064342	1952.09209507484
"8090"	8090	"India"	-1287.37271290441	2855.12968348946
"8091"	8091	"Cina"	-820.570320030472	1110.74472573701
"8092"	8092	"Melayu"	-854.499670170874	2341.95420282373
"8093"	8093	"Cina"	-579.418405842989	4382.33998950134
"8094"	8094	"India"	-1496.97491957357	3300.61789052629
"8095"	8095	"Melayu"	-219.533371647341	2796.83970261456
"8096"	8096	"Cina"	-925.889056785389	2155.24120492881
"8097"	8097	"Cina"	-759.918332544855	2795.10701475526
"8098"	8098	"India"	-1123.02257242378	2328.36816281157
"8099"	8099	"India"	-314.932009488751	2798.39567717853
"8100"	8100	"Cina"	-1092.9014042415	2640.05574755832
"8101"	8101	"Cina"	-78.4056542110291	2906.47560548759
"8102"	8102	"Melayu"	-770.16702104258	3258.23267582294
"8103"	8103	"India"	-231.485604657443	1811.53617982787
"8104"	8104	"Melayu"	-978.792519696913	4222.40151538793
"8105"	8105	"Cina"	-773.251303393484	2424.20136964161
"8106"	8106	"India"	-1427.73163302836	1720.00025605784
"8107"	8107	"India"	-1381.38229296727	1746.32360021022
"8108"	8108	"India"	-831.522492058521	2943.73920087024
"8109"	8109	"Cina"	-2351.37222176268	2324.78556271613
"8110"	8110	"Melayu"	-233.955148571857	3278.03752295583
"8111"	8111	"Melayu"	-1723.00115456568	2908.5852849632
"8112"	8112	"Cina"	-1250.26306661099	2131.12706515817
"8113"	8113	"Cina"	-808.070358896197	3963.95968738824
"8114"	8114	"Cina"	-393.12465952045	3016.68110138139
"8115"	8115	"India"	-584.899226684055	2627.74472109165
"8116"	8116	"Cina"	-445.739438616125	2126.62233375898
"8117"	8117	"India"	-1239.2955347152	2697.09847544323
"8118"	8118	"India"	-814.999591975613	2872.14681681914
"8119"	8119	"Cina"	-2638.40155062887	2779.72242520777
"8120"	8120	"Melayu"	-1117.25601914172	3291.05008055762
"8121"	8121	"Melayu"	-51.3907072187979	2970.38973116083
"8122"	8122	"Cina"	-862.476681108629	2645.36048349023
"8123"	8123	"Cina"	-1220.8901531334	2952.21230531183
"8124"	8124	"Cina"	-795.155625792	3229.30798012093
"8125"	8125	"Cina"	-1114.3018360837	3449.22860492882
"8126"	8126	"India"	-93.2829669281521	2040.95053002253
"8127"	8127	"India"	-223.841592345007	2399.81032377509
"8128"	8128	"Cina"	-659.781526218586	3109.0430857812
"8129"	8129	"India"	-195.561907389758	3528.51934674994
"8130"	8130	"Melayu"	-1237.5389141413	3171.90526738264
"8131"	8131	"Cina"	-754.288918476992	2632.80742432008
"8132"	8132	"Melayu"	-1228.78732293495	3287.03763634595
"8133"	8133	"India"	-438.759263140948	2794.05022035237
"8134"	8134	"Cina"	-771.821987309209	2797.77403321211
"8135"	8135	"Cina"	-1298.97057139456	3185.53023207802
"8136"	8136	"Melayu"	-1488.46543373905	2474.69964310971
"8137"	8137	"Cina"	-1308.59616473145	3652.9812392397
"8138"	8138	"India"	-1020.82046863713	1797.13825182145
"8139"	8139	"Melayu"	-776.739116293156	4030.84986305044
"8140"	8140	"Cina"	-897.607361770913	3047.84822638753
"8141"	8141	"Melayu"	-1633.51816661026	2487.3494606564
"8142"	8142	"Cina"	-2444.61901724218	2505.78855629429
"8143"	8143	"Melayu"	-986.512351659543	2741.96805000055
"8144"	8144	"India"	-529.404507082383	2673.57454986617
"8145"	8145	"Cina"	-3409.43146626719	2471.73292681268
"8146"	8146	"Melayu"	-1015.45596831782	3180.80634141132
"8147"	8147	"India"	-1530.0348807597	3006.94112060718
"8148"	8148	"Cina"	-2628.38921848678	3104.42351202091
"8149"	8149	"Cina"	-3719.79171128708	3060.56156440157
"8150"	8150	"India"	-288.384631383637	3098.69121218121
"8151"	8151	"India"	-366.721872625504	3674.75376340209
"8152"	8152	"Cina"	-794.792076745555	3535.0896412319
"8153"	8153	"India"	-1173.98969620124	3939.91822662635
"8154"	8154	"India"	-301.368249903826	1860.62663470091
"8155"	8155	"Cina"	-786.619634897308	2167.71556074343
"8156"	8156	"Melayu"	-294.925613576687	2785.27398617329
"8157"	8157	"India"	-1362.3373636465	4211.29534937562
"8158"	8158	"Melayu"	-521.358070322892	2497.77055321411
"8159"	8159	"Melayu"	-3534.03289626944	3760.60251606884
"8160"	8160	"India"	-894.851685539202	2905.84614651796
"8161"	8161	"India"	-1260.18908351507	3020.12628010934
"8162"	8162	"Melayu"	-498.231305457654	4018.96788812383
"8163"	8163	"India"	-706.436963908479	2087.27322638897
"8164"	8164	"Cina"	-1276.1897812419	1550.13154107286
"8165"	8165	"Cina"	-1001.53534136195	2600.4094060531
"8166"	8166	"Cina"	-1371.55175555597	2862.90900919327
"8167"	8167	"Cina"	-799.660373961822	3644.572825581
"8168"	8168	"Cina"	-1272.34882376954	3051.25895378124
"8169"	8169	"Cina"	-424.861795139428	2534.76395627234
"8170"	8170	"India"	-850.110893794614	3275.53236437665
"8171"	8171	"Cina"	-1466.36165194641	3150.33220850098
"8172"	8172	"Melayu"	-1113.81148303027	2653.63540557025
"8173"	8173	"India"	-334.557052653652	3061.46379724454
"8174"	8174	"Cina"	-1744.41705757522	2980.33625750574
"8175"	8175	"Melayu"	-362.530803640479	2221.77721550997
"8176"	8176	"India"	-1387.19086687747	2899.5461696661
"8177"	8177	"Cina"	-205.932312604103	5211.18741753648
"8178"	8178	"Melayu"	-1057.78633720112	4207.61563152228
"8179"	8179	"India"	-1693.49032777023	3378.66996101846
"8180"	8180	"India"	-798.524566564946	3683.27286354461
"8181"	8181	"Cina"	-1441.81260829898	2358.69168411283
"8182"	8182	"Cina"	-3414.6032193698	3920.47114062242
"8183"	8183	"Cina"	-583.99379818739	3085.21598168501
"8184"	8184	"Cina"	-1445.84643782126	2909.01680703507
"8185"	8185	"Melayu"	-1444.800018452	2508.06974596016
"8186"	8186	"India"	-1283.60401511494	2692.00372463593
"8187"	8187	"India"	-1183.22800318929	2893.92238381815
"8188"	8188	"Cina"	-2072.30734513997	3066.36353158268
"8189"	8189	"India"	-1595.81671353612	2656.2200761721
"8190"	8190	"Melayu"	-604.596563247192	2701.72535603116
"8191"	8191	"Cina"	-548.737306044336	2886.7543432784
"8192"	8192	"India"	-1004.04136146864	3078.75219680376
"8193"	8193	"India"	-927.708619163834	2082.20867331241
"8194"	8194	"Cina"	-2634.44232725456	4006.00908954501
"8195"	8195	"Cina"	-1497.92722920717	2597.59096209096
"8196"	8196	"India"	-1395.79609054391	2946.31758730605
"8197"	8197	"Cina"	-1969.42753157023	2981.13458833265
"8198"	8198	"Cina"	-1296.36398111456	2205.09512493479
"8199"	8199	"Melayu"	-811.07708367715	3276.82903204956
"8200"	8200	"Melayu"	-1269.65480206857	2328.77785854075
"8201"	8201	"Cina"	-2083.72642437594	3614.8948636707
"8202"	8202	"Cina"	-1372.28363038355	2950.47438810652
"8203"	8203	"Melayu"	-1224.54542443584	2672.00451451805
"8204"	8204	"Cina"	-175.651304504849	3687.13830961169
"8205"	8205	"Melayu"	-2729.11562029656	3841.09122716271
"8206"	8206	"India"	-192.079710428676	2865.03953501191
"8207"	8207	"India"	-507.674882103586	3588.30924455883
"8208"	8208	"India"	-855.269600914223	3529.02295169157
"8209"	8209	"Cina"	-603.556978244539	3924.51005212325
"8210"	8210	"India"	-1143.13300968552	4088.10711928583
"8211"	8211	"Melayu"	-2814.17724840392	2547.24452590998
"8212"	8212	"Melayu"	-747.648651075389	3637.97711630055
"8213"	8213	"Cina"	-287.84157052712	2977.27279835871
"8214"	8214	"Cina"	-741.836640370382	2662.4076378241
"8215"	8215	"Melayu"	-1838.81634412849	3239.90325797917
"8216"	8216	"Melayu"	-544.302898016336	3027.44854400892
"8217"	8217	"Melayu"	-1545.83700665911	2329.46860544202
"8218"	8218	"Cina"	-2129.1446952309	3552.25800710494
"8219"	8219	"Melayu"	-1120.225285105	3051.03107432153
"8220"	8220	"Cina"	-101.55827365475	4499.7019050342
"8221"	8221	"Melayu"	-455.659214633824	3913.24597768338
"8222"	8222	"Melayu"	-1276.49195976125	3223.79001965537
"8223"	8223	"Melayu"	-514.60116884528	3027.88490436901
"8224"	8224	"Cina"	-1936.06631670418	2957.52154286206
"8225"	8225	"Melayu"	-222.854990516768	2885.48634332146
"8226"	8226	"Cina"	-303.038407652552	4279.34652208601
"8227"	8227	"Cina"	-425.086488987896	2274.088326271
"8228"	8228	"India"	-208.485587341651	2544.46373488255
"8229"	8229	"India"	-1440.56865322447	2838.27234369671
"8230"	8230	"India"	-637.099468714854	3309.21275244184
"8231"	8231	"Cina"	-137.057898262883	3524.85338889113
"8232"	8232	"Cina"	-2301.24379669681	3471.23042680475
"8233"	8233	"India"	-708.474707867244	1482.83630262845
"8234"	8234	"Cina"	-1419.16975868421	3569.77660240783
"8235"	8235	"Melayu"	-1794.76831555871	2728.06782260379
"8236"	8236	"Cina"	-1820.92937583026	2544.66849139195
"8237"	8237	"India"	-1882.51814592991	2006.2967279897
"8238"	8238	"India"	-2460.04230985339	3428.40814486017
"8239"	8239	"Cina"	-194.975503793301	1996.30981998491
"8240"	8240	"Cina"	-1629.84750230948	3291.98814215805
"8241"	8241	"Cina"	-673.626044073444	2785.06664066216
